Pattern,I-Support (I-Frequency Mean),I-Frequency Std Dev,I-Frequency Total,S-Frequency Total,S-Support (S-Frequency %)
high,1.8530183727034124,1.2009293694952015,1412.0,707,0.9278215169906616
low,3.833333333333333,3.731077238964467,2921.0,695,0.9120734930038452
high -> low,1.1207349081364824,0.8047921422226021,854.0,628,0.8241469860076904
low -> low,1.52230971128609,1.8190554851242868,1160.0,506,0.6640419960021973
high -> low -> low,0.6640419947506562,0.6504771832341522,506.0,437,0.5734907984733582


Dataset Info: ,Dataset: AllStudents
Applied Algorithm(s) Info: ,Sequential Pattern Mining Parameters: MinSupport = 0.5; MinGap = 0; MaxGap = 0; RegEx = .*; Calculate i-frequency? = true; Normalize by sequence length? = false; Count overlapping matches in i-frequency? = false; ; Result Set Sorting Parameters:   MD key for ordering results = SSupport;   Flag whether to sort descending (vs. ascending) = true;   Default value for sort (if no MD value found) = 0.0; 
