Pattern,I-Support (I-Frequency Mean),I-Frequency Std Dev,I-Frequency Total,S-Frequency Total,S-Support (S-Frequency %)
high,1.5,0.5163977794943222,24.0,16,1.0
high -> low,0.9375,0.5737304826019501,15.0,13,0.8125
low,1.875,1.408308678285174,30.0,13,0.8125
high -> low -> low,0.5,0.5163977794943222,8.0,8,0.5
low -> low,0.625,0.7187952884282609,10.0,8,0.5


Dataset Info: ,Dataset: AllStudents
Applied Algorithm(s) Info: ,Sequential Pattern Mining Parameters: MinSupport = 0.5; MinGap = 0; MaxGap = 0; RegEx = .*; Calculate i-frequency? = true; Normalize by sequence length? = false; Count overlapping matches in i-frequency? = false; ; Result Set Sorting Parameters:   MD key for ordering results = SSupport;   Flag whether to sort descending (vs. ascending) = true;   Default value for sort (if no MD value found) = 0.0; 
