Pattern,I-Support (I-Frequency Mean),I-Frequency Std Dev,I-Frequency Total,S-Frequency Total,S-Support (S-Frequency %)
high,2.7313432835820897,0.808704342577809,183.0,67,1.0
high -> high,0.9552238805970149,0.40574793716294566,64.0,60,0.89552241563797
low,1.4029850746268657,1.2916949341095059,94.0,50,0.746268630027771
high -> low,1.0,0.8348471099367218,67.0,48,0.7164179086685181
high -> high -> low,0.5970149253731343,0.5239622208373111,40.0,39,0.5820895433425903


Dataset Info: ,Dataset: AllStudents
Applied Algorithm(s) Info: ,Sequential Pattern Mining Parameters: MinSupport = 0.5; MinGap = 0; MaxGap = 0; RegEx = .*; Calculate i-frequency? = true; Normalize by sequence length? = false; Count overlapping matches in i-frequency? = false; ; Result Set Sorting Parameters:   MD key for ordering results = SSupport;   Flag whether to sort descending (vs. ascending) = true;   Default value for sort (if no MD value found) = 0.0; 
