Pattern,I-Support (I-Frequency Mean),I-Frequency Std Dev,I-Frequency Total,S-Frequency Total,S-Support (S-Frequency %)
high,1.85,1.3088765773505315,37.0,17,0.8500000238418579
low,2.0,1.4509525002200232,40.0,17,0.8500000238418579
high -> low,0.8,0.8335087534664907,16.0,12,0.6000000238418579
low -> low,0.65,0.5871429486123998,13.0,12,0.6000000238418579
low -> high,0.6,0.6805570473787207,12.0,10,0.5


Dataset Info: ,Dataset: AllStudents
Applied Algorithm(s) Info: ,Sequential Pattern Mining Parameters: MinSupport = 0.5; MinGap = 0; MaxGap = 0; RegEx = .*; Calculate i-frequency? = true; Normalize by sequence length? = false; Count overlapping matches in i-frequency? = false; ; Result Set Sorting Parameters:   MD key for ordering results = SSupport;   Flag whether to sort descending (vs. ascending) = true;   Default value for sort (if no MD value found) = 0.0; 
