Student ID,WorldSpace,index,Submission_TreeDist_Successive,nb_tentative,pct_activity,error,missing,move1,move2,pickup1,place1,nb_error,nb_missing,nb_move1,nb_move2,nb_pickup1,nb_place1,pct_error,pct_missing,pct_move1,pct_move2,pct_pickup1,pct_place1,euclidean_distance,delta_successive,success,has_error,activity,seq_error,case1,case2,case3,cases,activity_all,bucket_delta_successive,bucket_Submission_TreeDist_Successive,median_split_delta_successive,median_split_Submission_TreeDist_Successive,at_least_2_tentatives
AUS123001,"['ra-world-arm,E,E,E,E,', 'ra-world-arm,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'ra-world-shape ra-world-shapeA,E,E,E,E,', 'ra-world-shape ra-world-shapeA,E,E,E,E,false']",0,0.0,4,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0.25,0.0,0.25,0.0,0.0,0.0,0.6439209162167847,0.0,1,1,1,none,0,0,0,none,1,low,low,low,low,1
AUS123001,"['ra-world-arm,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,ra-world-shape ra-world-shapeA,E,E,E,', 'E,ra-world-shape ra-world-shapeA,E,E,E,false']",1,5.0,4,0.25,0,0,0,0,0,0,1,0,1,0,0,0,0.25,0.0,0.25,0.0,0.0,0.0,0.4685212856658182,0.19611613513818404,1,1,1,none,0,0,0,none,1,high,high,high,high,1
AUS123001,"['E,E,E,E,ra-world-arm,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'ra-world-shape ra-world-shapeA,E,E,ra-world-shape ra-world-shapeA,E,move1']",2,2.0,4,0.5,1,0,1,0,0,0,1,0,1,0,0,0,0.25,0.0,0.25,0.0,0.0,0.0,0.40004733905269535,0.2526944548866976,1,1,1,move1,0,1,0,case2,1,high,low,high,low,1
AUS123001,"['ra-world-arm,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,ra-world-shape ra-world-shapeA,E,', 'E,E,E,ra-world-shape ra-world-shapeA,E,false']",3,4.0,4,0.75,0,0,0,0,0,0,1,0,1,0,0,0,0.25,0.0,0.25,0.0,0.0,0.0,0.15617376188860607,0.24693239916239743,1,1,1,none,0,0,0,none,1,high,high,high,high,1
AUS123001,"['ra-world-arm,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,ra-world-shape ra-world-shapeA,', 'E,E,E,E,ra-world-shape ra-world-shapeA,false']",4,2.0,4,1.0,0,0,0,0,0,0,1,0,1,0,0,0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.15617376188860607,1,1,1,none,0,0,0,none,1,high,low,high,low,1
AUS123073,"['ra-world-arm,E,E,E,E,', 'ra-world-arm,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'ra-world-shape ra-world-shapeA,E,E,E,E,', 'ra-world-shape ra-world-shapeA,E,E,E,E,false']",0,0.0,4,0.0,0,0,0,0,0,0,3,2,3,0,0,0,0.75,0.5,0.75,0.0,0.0,0.0,0.6439209162167847,0.0,1,1,1,none,0,0,0,none,13,low,low,low,low,1
AUS123073,"['ra-world-arm,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,ra-world-shape ra-world-shapeA,E,E,E,', 'E,ra-world-shape ra-world-shapeA,E,E,E,move1']",1,8.0,4,0.25,1,0,1,0,0,0,3,2,3,0,0,0,0.75,0.5,0.75,0.0,0.0,0.0,0.4685212856658182,0.19611613513818404,1,1,1,move1,0,1,0,case2,13,high,high,high,high,1
AUS123073,"['E,E,E,E,ra-world-arm,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'ra-world-shape ra-world-shapeA,E,E,E,E,move1']",2,2.0,4,0.5,1,1,1,0,0,0,3,2,3,0,0,0,0.75,0.5,0.75,0.0,0.0,0.0,0.6246950475544243,0.15617376188860607,1,1,1,move1,1,0,0,case1,13,high,low,high,low,1
AUS123073,"['E,E,E,E,ra-world-arm,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'ra-world-shape ra-world-shapeA,E,E,E,E,move1']",3,1.0,4,0.75,1,1,1,0,0,0,3,2,3,0,0,0,0.75,0.5,0.75,0.0,0.0,0.0,0.6246950475544243,0.0,1,1,1,move1,1,0,0,case1,13,low,low,low,low,1
AUS123073,"['ra-world-arm,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,ra-world-shape ra-world-shapeA,', 'E,E,E,E,ra-world-shape ra-world-shapeA,false']",4,2.0,4,1.0,0,0,0,0,0,0,3,2,3,0,0,0,0.75,0.5,0.75,0.0,0.0,0.0,0.0,0.31234752377721214,1,1,1,none,0,0,0,none,13,high,low,high,low,1
AUS123433,"['ra-world-arm,E,E,E,E,', 'ra-world-arm,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'ra-world-shape ra-world-shapeA,E,E,E,E,', 'ra-world-shape ra-world-shapeA,E,E,E,E,false']",0,0.0,2,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0.5,0.0,0.5,0.0,0.0,0.0,0.6439209162167847,0.0,1,1,1,none,0,0,0,none,123,low,low,low,low,1
AUS123433,"['ra-world-arm,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,ra-world-shape ra-world-shapeA,', 'E,E,E,E,ra-world-shape ra-world-shapeA,false']",1,12.0,2,0.5,0,0,0,0,0,0,1,0,1,0,0,0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5717718748968657,1,1,1,none,0,0,0,none,123,high,high,high,high,1
AUS123433,"['ra-world-arm,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,ra-world-shape ra-world-shapeA,', 'E,E,E,E,ra-world-shape ra-world-shapeA,move1']",2,4.0,2,1.0,1,0,1,0,0,0,1,0,1,0,0,0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1,1,1,move1,0,1,0,case2,123,low,high,low,high,1
AUS123505,"['ra-world-arm,E,E,E,E,', 'ra-world-arm,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'ra-world-shape ra-world-shapeA,E,E,E,E,', 'ra-world-shape ra-world-shapeA,E,E,E,E,false']",0,0.0,5,0.0,0,0,0,0,0,0,3,0,1,0,0,2,0.6,0.0,0.2,0.0,0.0,0.4,0.6439209162167847,0.0,1,1,1,none,0,0,0,none,123,low,low,low,low,1
AUS123505,"['ra-world-arm,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,ra-world-shape ra-world-shapeA,E,E,E,', 'E,ra-world-shape ra-world-shapeA,E,E,E,false']",1,5.0,5,0.2,0,0,0,0,0,0,3,0,1,0,0,2,0.6,0.0,0.2,0.0,0.0,0.4,0.4685212856658182,0.19611613513818404,1,1,1,none,0,0,0,none,123,high,high,high,high,1
AUS123505,"['E,ra-world-arm,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,ra-world-shape ra-world-shapeA,E,E,E,', 'E,ra-world-shape ra-world-shapeA,E,E,E,place1']",2,1.0,5,0.4,1,0,0,0,0,1,3,0,1,0,0,2,0.6,0.0,0.2,0.0,0.0,0.4,0.4685212856658182,0.0,1,1,1,place1,0,1,0,case2,123,low,low,low,low,1
AUS123505,"['E,E,ra-world-arm,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'ra-world-shape ra-world-shapeA,ra-world-shape ra-world-shapeA,E,E,E,place1']",3,2.0,5,0.6,1,0,0,0,0,1,3,0,1,0,0,2,0.6,0.0,0.2,0.0,0.0,0.4,0.5562211009413014,0.11043152607484655,1,1,1,place1,0,1,0,case2,123,high,low,high,low,1
AUS123505,"['E,E,E,E,ra-world-arm,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'ra-world-shape ra-world-shapeA,E,E,E,ra-world-shape ra-world-shapeA,move1']",4,2.0,5,0.8,1,0,1,0,0,0,3,0,1,0,0,2,0.6,0.0,0.2,0.0,0.0,0.4,0.32196045810839236,0.2342606428329091,1,1,1,move1,0,1,0,case2,123,high,low,high,low,1
AUS123505,"['ra-world-arm,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,ra-world-shape ra-world-shapeA,', 'E,E,E,E,ra-world-shape ra-world-shapeA,false']",5,1.0,5,1.0,0,0,0,0,0,0,3,0,1,0,0,2,0.6,0.0,0.2,0.0,0.0,0.4,0.0,0.32196045810839236,1,1,1,none,0,0,0,none,123,high,low,high,low,1
AUS123577,"['ra-world-arm,E,E,E,E,', 'ra-world-arm,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'ra-world-shape ra-world-shapeA,E,E,E,E,', 'ra-world-shape ra-world-shapeA,E,E,E,E,false']",0,0.0,14,0.0,0,0,0,0,0,0,6,4,0,0,2,4,0.42857142857142855,0.2857142857142857,0.0,0.0,0.14285714285714285,0.2857142857142857,0.6439209162167847,0.0,1,1,1,none,0,0,0,none,123,low,low,low,low,1
AUS123577,"['ra-world-arm,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,ra-world-shape ra-world-shapeA,E,E,E,', 'E,ra-world-shape ra-world-shapeA,E,E,E,false']",1,5.0,14,0.07142857142857142,0,0,0,0,0,0,6,4,0,0,2,4,0.42857142857142855,0.2857142857142857,0.0,0.0,0.14285714285714285,0.2857142857142857,0.4685212856658182,0.19611613513818404,1,1,1,none,0,0,0,none,123,high,high,high,high,1
AUS123577,"['E,ra-world-arm,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,ra-world-shape ra-world-shapeA,E,E,E,', 'E,ra-world-shape ra-world-shapeA,E,E,E,place1']",2,1.0,14,0.14285714285714285,1,0,0,0,0,1,6,4,0,0,2,4,0.42857142857142855,0.2857142857142857,0.0,0.0,0.14285714285714285,0.2857142857142857,0.4685212856658182,0.0,1,1,1,place1,0,1,0,case2,123,low,low,low,low,1
AUS123577,"['E,ra-world-arm,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'ra-world-shape ra-world-shapeA,E,E,E,E,pickup1']",3,2.0,14,0.21428571428571427,1,1,0,0,1,0,6,4,0,0,2,4,0.42857142857142855,0.2857142857142857,0.0,0.0,0.14285714285714285,0.2857142857142857,0.6246950475544243,0.15617376188860607,1,1,1,pickup1,1,0,0,case1,123,high,low,high,low,1
AUS123577,"['E,ra-world-arm,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'ra-world-shape ra-world-shapeA,E,E,E,E,pickup1']",4,0.0,14,0.2857142857142857,1,1,0,0,1,0,6,4,0,0,2,4,0.42857142857142855,0.2857142857142857,0.0,0.0,0.14285714285714285,0.2857142857142857,0.6246950475544243,0.0,1,1,1,pickup1,1,0,0,case1,123,low,low,low,low,1
AUS123577,"['ra-world-arm,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'ra-world-shape ra-world-shapeA,E,E,E,E,', 'ra-world-shape ra-world-shapeA,E,E,E,E,false']",5,4.0,14,0.35714285714285715,0,0,0,0,0,0,6,4,0,0,2,4,0.42857142857142855,0.2857142857142857,0.0,0.0,0.14285714285714285,0.2857142857142857,0.6246950475544243,0.0,1,1,1,none,0,0,0,none,123,low,high,low,high,1
AUS123577,"['E,ra-world-arm,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,ra-world-shape ra-world-shapeA,E,E,E,', 'E,ra-world-shape ra-world-shapeA,E,E,E,place1']",6,2.0,14,0.42857142857142855,1,0,0,0,0,1,6,4,0,0,2,4,0.42857142857142855,0.2857142857142857,0.0,0.0,0.14285714285714285,0.2857142857142857,0.4685212856658182,0.15617376188860607,1,1,1,place1,0,1,0,case2,123,high,low,high,low,1
AUS123577,"['E,ra-world-arm,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,ra-world-shape ra-world-shapeA,E,E,E,', 'E,ra-world-shape ra-world-shapeA,E,E,E,place1']",7,6.0,14,0.5,1,0,0,0,0,1,6,4,0,0,2,4,0.42857142857142855,0.2857142857142857,0.0,0.0,0.14285714285714285,0.2857142857142857,0.4685212856658182,0.0,1,1,1,place1,0,1,0,case2,123,low,high,low,high,1
AUS123577,"['E,ra-world-arm,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,ra-world-shape ra-world-shapeA,E,E,E,', 'E,ra-world-shape ra-world-shapeA,E,E,E,place1']",8,1.0,14,0.5714285714285714,1,0,0,0,0,1,6,4,0,0,2,4,0.42857142857142855,0.2857142857142857,0.0,0.0,0.14285714285714285,0.2857142857142857,0.4685212856658182,0.0,1,1,1,place1,0,1,0,case2,123,low,low,low,low,1
AUS123577,"['E,E,ra-world-arm,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,ra-world-shape ra-world-shapeA,E,E,false']",9,1.0,14,0.6428571428571429,0,1,0,0,0,0,6,4,0,0,2,4,0.42857142857142855,0.2857142857142857,0.0,0.0,0.14285714285714285,0.2857142857142857,0.31234752377721214,0.15617376188860607,1,1,1,none,0,0,1,case3,123,high,low,high,low,1
AUS123577,"['E,E,ra-world-arm,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,ra-world-shape ra-world-shapeA,E,E,false']",10,2.0,14,0.7142857142857143,0,1,0,0,0,0,6,4,0,0,2,4,0.42857142857142855,0.2857142857142857,0.0,0.0,0.14285714285714285,0.2857142857142857,0.31234752377721214,0.0,1,1,1,none,0,0,1,case3,123,low,low,low,low,1
AUS123577,"['E,E,E,ra-world-arm,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,ra-world-shape ra-world-shapeA,E,', 'E,E,E,ra-world-shape ra-world-shapeA,E,false']",11,6.0,14,0.7857142857142857,0,0,0,0,0,0,6,4,0,0,2,4,0.42857142857142855,0.2857142857142857,0.0,0.0,0.14285714285714285,0.2857142857142857,0.15617376188860607,0.07808688094430304,1,1,1,none,0,0,0,none,123,low,high,high,high,1
AUS123577,"['E,E,E,ra-world-arm,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,ra-world-shape ra-world-shapeA,E,', 'E,E,E,ra-world-shape ra-world-shapeA,E,false']",12,0.0,14,0.8571428571428571,0,0,0,0,0,0,6,4,0,0,2,4,0.42857142857142855,0.2857142857142857,0.0,0.0,0.14285714285714285,0.2857142857142857,0.15617376188860607,0.0,1,1,1,none,0,0,0,none,123,low,low,low,low,1
AUS123577,"['E,E,E,E,ra-world-arm,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'ra-world-shape ra-world-shapeA,E,E,E,ra-world-shape ra-world-shapeA,false']",13,18.0,14,0.9285714285714286,0,0,0,0,0,0,6,4,0,0,2,4,0.42857142857142855,0.2857142857142857,0.0,0.0,0.14285714285714285,0.2857142857142857,0.32196045810839236,0.3250192801067005,1,1,1,none,0,0,0,none,123,high,high,high,high,1
AUS123577,"['E,E,E,E,ra-world-arm,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,ra-world-shape ra-world-shapeA,', 'E,E,E,E,ra-world-shape ra-world-shapeA,false']",14,6.0,14,1.0,0,0,0,0,0,0,6,4,0,0,2,4,0.42857142857142855,0.2857142857142857,0.0,0.0,0.14285714285714285,0.2857142857142857,0.0,0.32196045810839236,1,1,1,none,0,0,0,none,123,high,high,high,high,1
AUS123649,"['ra-world-arm,E,E,E,E,', 'ra-world-arm,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'ra-world-shape ra-world-shapeA,E,E,E,E,', 'ra-world-shape ra-world-shapeA,E,E,E,E,false']",0,0.0,3,0.0,0,0,0,0,0,0,2,2,0,0,2,0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.6666666666666666,0.0,0.6439209162167847,0.0,1,1,1,none,0,0,0,none,123,low,low,low,low,1
AUS123649,"['ra-world-arm,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'ra-world-shape ra-world-shapeA,E,E,E,E,pickup1']",1,5.0,3,0.3333333333333333,1,1,0,0,1,0,2,2,0,0,2,0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.6666666666666666,0.0,0.6246950475544243,0.0,1,1,1,pickup1,1,0,0,case1,123,low,high,low,high,1
AUS123649,"['ra-world-arm,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'ra-world-shape ra-world-shapeA,E,E,E,E,pickup1']",2,3.0,3,0.6666666666666666,1,1,0,0,1,0,2,2,0,0,2,0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.6666666666666666,0.0,0.6246950475544243,0.0,1,1,1,pickup1,1,0,0,case1,123,low,low,low,high,1
AUS123649,"['ra-world-arm,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,ra-world-shape ra-world-shapeA,', 'E,E,E,E,ra-world-shape ra-world-shapeA,false']",3,1.0,3,1.0,0,0,0,0,0,0,2,2,0,0,2,0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.6666666666666666,0.0,0.0,0.31234752377721214,1,1,1,none,0,0,0,none,123,high,low,high,low,1
AUS123685,"['ra-world-arm,E,E,E,E,', 'ra-world-arm,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'ra-world-shape ra-world-shapeA,E,E,E,E,', 'ra-world-shape ra-world-shapeA,E,E,E,E,false']",0,0.0,7,0.0,0,0,0,0,0,0,4,0,1,0,0,3,0.5714285714285714,0.0,0.14285714285714285,0.0,0.0,0.42857142857142855,0.6439209162167847,0.0,1,1,1,none,0,0,0,none,12,low,low,low,low,1
AUS123685,"['ra-world-arm,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,ra-world-shape ra-world-shapeA,E,E,E,', 'E,ra-world-shape ra-world-shapeA,E,E,E,false']",1,5.0,7,0.14285714285714285,0,0,0,0,0,0,4,0,1,0,0,3,0.5714285714285714,0.0,0.14285714285714285,0.0,0.0,0.42857142857142855,0.4685212856658182,0.19611613513818404,1,1,1,none,0,0,0,none,12,high,high,high,high,1
AUS123685,"['E,ra-world-arm,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,ra-world-shape ra-world-shapeA,E,E,E,', 'E,ra-world-shape ra-world-shapeA,E,E,E,place1']",2,1.0,7,0.2857142857142857,1,0,0,0,0,1,4,0,1,0,0,3,0.5714285714285714,0.0,0.14285714285714285,0.0,0.0,0.42857142857142855,0.4685212856658182,0.0,1,1,1,place1,0,1,0,case2,12,low,low,low,low,1
AUS123685,"['E,ra-world-arm,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'ra-world-shape ra-world-shapeA,ra-world-shape ra-world-shapeA,E,E,E,place1']",3,1.0,7,0.42857142857142855,1,0,0,0,0,1,4,0,1,0,0,3,0.5714285714285714,0.0,0.14285714285714285,0.0,0.0,0.42857142857142855,0.5562211009413014,0.11043152607484655,1,1,1,place1,0,1,0,case2,12,high,low,high,low,1
AUS123685,"['E,E,E,E,ra-world-arm,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,ra-world-shape ra-world-shapeA,', 'E,E,E,E,ra-world-shape ra-world-shapeA,place1']",4,3.0,7,0.5714285714285714,1,0,0,0,0,1,4,0,1,0,0,3,0.5714285714285714,0.0,0.14285714285714285,0.0,0.0,0.42857142857142855,0.0,0.5562211009413014,1,1,1,place1,0,1,0,case2,12,high,low,high,high,1
AUS123685,"['E,E,E,E,ra-world-arm,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'ra-world-shape ra-world-shapeA,E,E,E,ra-world-shape ra-world-shapeA,move1']",5,2.0,7,0.7142857142857143,1,0,1,0,0,0,4,0,1,0,0,3,0.5714285714285714,0.0,0.14285714285714285,0.0,0.0,0.42857142857142855,0.32196045810839236,0.32196045810839236,1,1,1,move1,0,1,0,case2,12,high,low,high,low,1
AUS123685,"['ra-world-arm,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,ra-world-shape ra-world-shapeA,', 'E,E,E,E,ra-world-shape ra-world-shapeA,false']",6,1.0,7,0.8571428571428571,0,0,0,0,0,0,4,0,1,0,0,3,0.5714285714285714,0.0,0.14285714285714285,0.0,0.0,0.42857142857142855,0.0,0.32196045810839236,1,1,1,none,0,0,0,none,12,high,low,high,low,1
AUS123685,"['ra-world-arm,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,ra-world-shape ra-world-shapeA,', 'E,E,E,E,ra-world-shape ra-world-shapeA,false']",7,0.0,7,1.0,0,0,0,0,0,0,4,0,1,0,0,3,0.5714285714285714,0.0,0.14285714285714285,0.0,0.0,0.42857142857142855,0.0,0.0,1,1,1,none,0,0,0,none,12,low,low,low,low,1
AUS123757,"['ra-world-arm,E,E,E,E,', 'ra-world-arm,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'ra-world-shape ra-world-shapeA,E,E,E,E,', 'ra-world-shape ra-world-shapeA,E,E,E,E,false']",0,0.0,3,0.0,0,0,0,0,0,0,1,0,1,0,0,0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.6439209162167847,0.0,1,1,1,none,0,0,0,none,123,low,low,low,low,1
AUS123757,"['ra-world-arm,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,ra-world-shape ra-world-shapeA,E,E,E,', 'E,ra-world-shape ra-world-shapeA,E,E,E,false']",1,5.0,3,0.3333333333333333,0,0,0,0,0,0,1,0,1,0,0,0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.4685212856658182,0.19611613513818404,1,1,1,none,0,0,0,none,123,high,high,high,high,1
AUS123757,"['E,E,E,E,ra-world-arm,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'ra-world-shape ra-world-shapeA,E,E,E,ra-world-shape ra-world-shapeA,move1']",2,3.0,3,0.6666666666666666,1,0,1,0,0,0,1,0,1,0,0,0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.32196045810839236,0.3250192801067005,1,1,1,move1,0,1,0,case2,123,high,low,high,high,1
AUS123757,"['ra-world-arm,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,ra-world-shape ra-world-shapeA,', 'E,E,E,E,ra-world-shape ra-world-shapeA,false']",3,3.0,3,1.0,0,0,0,0,0,0,1,0,1,0,0,0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.32196045810839236,1,1,1,none,0,0,0,none,123,high,low,high,high,1
AUS123793,"['ra-world-arm,E,E,E,E,', 'ra-world-arm,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'ra-world-shape ra-world-shapeA,E,E,E,E,', 'ra-world-shape ra-world-shapeA,E,E,E,E,false']",0,0.0,8,0.0,0,0,0,0,0,0,3,0,1,0,0,2,0.375,0.0,0.125,0.0,0.0,0.25,0.6439209162167847,0.0,1,1,1,none,0,0,0,none,123,low,low,low,low,1
AUS123793,"['ra-world-arm,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,ra-world-shape ra-world-shapeA,E,E,E,', 'E,ra-world-shape ra-world-shapeA,E,E,E,false']",1,5.0,8,0.125,0,0,0,0,0,0,3,0,1,0,0,2,0.375,0.0,0.125,0.0,0.0,0.25,0.4685212856658182,0.19611613513818404,1,1,1,none,0,0,0,none,123,high,high,high,high,1
AUS123793,"['E,ra-world-arm,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,ra-world-shape ra-world-shapeA,E,E,E,', 'E,ra-world-shape ra-world-shapeA,E,E,E,false']",2,6.0,8,0.25,0,0,0,0,0,0,3,0,1,0,0,2,0.375,0.0,0.125,0.0,0.0,0.25,0.4685212856658182,0.0,1,1,1,none,0,0,0,none,123,low,high,low,high,1
AUS123793,"['ra-world-arm,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'ra-world-shape ra-world-shapeA,E,E,E,ra-world-shape ra-world-shapeA,false']",3,5.0,8,0.375,0,0,0,0,0,0,3,0,1,0,0,2,0.375,0.0,0.125,0.0,0.0,0.25,0.32196045810839236,0.3250192801067005,1,1,1,none,0,0,0,none,123,high,high,high,high,1
