Student ID,WorldSpace,index,Submission_TreeDist_Successive,nb_tentative,pct_activity,error,missing,move1,move2,pickup1,place1,nb_error,nb_missing,nb_move1,nb_move2,nb_pickup1,nb_place1,pct_error,pct_missing,pct_move1,pct_move2,pct_pickup1,pct_place1,euclidean_distance,delta_successive,success,has_error,activity,seq_error,case1,case2,case3,cases,activity_all,bucket_delta_successive,bucket_Submission_TreeDist_Successive,median_split_delta_successive,median_split_Submission_TreeDist_Successive,at_least_2_tentatives
BGR751098,"['ra-world-arm,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'ra-world-shape ra-world-shapeA,E,E,E,E,false']",2,1.0,9,0.2222222222222222,0,1,0,0,0,0,6,8,2,0,3,1,0.6666666666666666,0.8888888888888888,0.2222222222222222,0.0,0.3333333333333333,0.1111111111111111,0.6246950475544243,0.0,0,1,1,none,0,0,1,case3,1,low,low,low,low,1
BGR751098,"['ra-world-arm,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,ra-world-shape ra-world-shapeA,E,E,E,move1']",3,1.0,9,0.3333333333333333,1,1,1,0,0,0,6,8,2,0,3,1,0.6666666666666666,0.8888888888888888,0.2222222222222222,0.0,0.3333333333333333,0.1111111111111111,0.4685212856658182,0.15617376188860607,0,1,1,move1,1,0,0,case1,1,high,low,high,low,1
BGR751098,"['E,E,ra-world-arm,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,ra-world-shape ra-world-shapeA,E,E,false']",4,1.0,9,0.4444444444444444,0,1,0,0,0,0,6,8,2,0,3,1,0.6666666666666666,0.8888888888888888,0.2222222222222222,0.0,0.3333333333333333,0.1111111111111111,0.31234752377721214,0.15617376188860607,0,1,1,none,0,0,1,case3,1,high,low,high,low,1
BGR751098,"['E,E,E,E,ra-world-arm,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,ra-world-shape ra-world-shapeA,false']",5,1.0,9,0.5555555555555556,0,1,0,0,0,0,6,8,2,0,3,1,0.6666666666666666,0.8888888888888888,0.2222222222222222,0.0,0.3333333333333333,0.1111111111111111,0.0,0.31234752377721214,0,1,1,none,0,0,1,case3,1,high,low,high,low,1
BGR751098,"['E,ra-world-arm,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,ra-world-shape ra-world-shapeA,E,E,E,pickup1']",6,2.0,9,0.6666666666666666,1,1,0,0,1,0,6,8,2,0,3,1,0.6666666666666666,0.8888888888888888,0.2222222222222222,0.0,0.3333333333333333,0.1111111111111111,0.4685212856658182,0.4685212856658182,0,1,1,pickup1,1,0,0,case1,1,high,low,high,low,1
BGR751098,"['E,ra-world-arm,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,ra-world-shape ra-world-shapeA,E,E,E,pickup1']",7,0.0,9,0.7777777777777778,1,1,0,0,1,0,6,8,2,0,3,1,0.6666666666666666,0.8888888888888888,0.2222222222222222,0.0,0.3333333333333333,0.1111111111111111,0.4685212856658182,0.0,0,1,1,pickup1,1,0,0,case1,1,low,low,low,low,1
BGR751098,"['E,E,E,E,ra-world-arm,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'ra-world-shape ra-world-shapeA,E,E,E,E,move1']",8,3.0,9,0.8888888888888888,1,1,1,0,0,0,6,8,2,0,3,1,0.6666666666666666,0.8888888888888888,0.2222222222222222,0.0,0.3333333333333333,0.1111111111111111,0.6246950475544243,0.15617376188860607,0,1,1,move1,1,0,0,case1,1,high,low,high,high,1
BGR751098,"['E,ra-world-arm,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,ra-world-shape ra-world-shapeA,pickup1']",9,1.0,9,1.0,1,1,0,0,1,0,6,8,2,0,3,1,0.6666666666666666,0.8888888888888888,0.2222222222222222,0.0,0.3333333333333333,0.1111111111111111,0.0,0.6246950475544243,0,1,1,pickup1,1,0,0,case1,1,high,low,high,low,1
BGR751206,"['ra-world-arm,E,E,E,E,', 'ra-world-arm,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'ra-world-shape ra-world-shapeA,E,E,E,E,', 'ra-world-shape ra-world-shapeA,E,E,E,E,false']",0,0.0,9,0.0,0,0,0,0,0,0,4,1,1,0,0,3,0.4444444444444444,0.1111111111111111,0.1111111111111111,0.0,0.0,0.3333333333333333,0.6439209162167847,0.0,0,1,1,none,0,0,0,none,1,low,low,low,low,1
BGR751206,"['ra-world-arm,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,ra-world-shape ra-world-shapeA,E,E,E,', 'E,ra-world-shape ra-world-shapeA,E,E,E,false']",1,5.0,9,0.1111111111111111,0,0,0,0,0,0,4,1,1,0,0,3,0.4444444444444444,0.1111111111111111,0.1111111111111111,0.0,0.0,0.3333333333333333,0.4685212856658182,0.19611613513818404,0,1,1,none,0,0,0,none,1,high,high,high,high,1
BGR751206,"['E,ra-world-arm,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,ra-world-shape ra-world-shapeA,E,E,E,', 'E,ra-world-shape ra-world-shapeA,E,E,E,place1']",2,1.0,9,0.2222222222222222,1,0,0,0,0,1,4,1,1,0,0,3,0.4444444444444444,0.1111111111111111,0.1111111111111111,0.0,0.0,0.3333333333333333,0.4685212856658182,0.0,0,1,1,place1,0,1,0,case2,1,low,low,low,low,1
BGR751206,"['E,E,ra-world-arm,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'ra-world-shape ra-world-shapeA,ra-world-shape ra-world-shapeA,E,E,E,place1']",3,5.0,9,0.3333333333333333,1,0,0,0,0,1,4,1,1,0,0,3,0.4444444444444444,0.1111111111111111,0.1111111111111111,0.0,0.0,0.3333333333333333,0.5562211009413014,0.11043152607484655,0,1,1,place1,0,1,0,case2,1,high,high,high,high,1
BGR751206,"['E,E,ra-world-arm,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'ra-world-shape ra-world-shapeA,E,ra-world-shape ra-world-shapeA,E,E,false']",4,4.0,9,0.4444444444444444,0,0,0,0,0,0,4,1,1,0,0,3,0.4444444444444444,0.1111111111111111,0.1111111111111111,0.0,0.0,0.3333333333333333,0.4781342199969984,0.07808688094430304,0,1,1,none,0,0,0,none,1,low,high,high,high,1
BGR751206,"['E,E,E,E,ra-world-arm,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'ra-world-shape ra-world-shapeA,E,E,E,ra-world-shape ra-world-shapeA,false']",5,1.0,9,0.5555555555555556,0,0,0,0,0,0,4,1,1,0,0,3,0.4444444444444444,0.1111111111111111,0.1111111111111111,0.0,0.0,0.3333333333333333,0.32196045810839236,0.15617376188860607,0,1,1,none,0,0,0,none,1,high,low,high,low,1
BGR751206,"['ra-world-arm,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'ra-world-shape ra-world-shapeA,E,E,E,ra-world-shape ra-world-shapeA,false']",6,2.0,9,0.6666666666666666,0,0,0,0,0,0,4,1,1,0,0,3,0.4444444444444444,0.1111111111111111,0.1111111111111111,0.0,0.0,0.3333333333333333,0.32196045810839236,0.0,0,1,1,none,0,0,0,none,1,low,low,low,low,1
BGR751206,"['ra-world-arm,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'ra-world-shape ra-world-shapeA,E,E,E,ra-world-shape ra-world-shapeA,false']",7,0.0,9,0.7777777777777778,0,0,0,0,0,0,4,1,1,0,0,3,0.4444444444444444,0.1111111111111111,0.1111111111111111,0.0,0.0,0.3333333333333333,0.32196045810839236,0.0,0,1,1,none,0,0,0,none,1,low,low,low,low,1
BGR751206,"['E,E,E,ra-world-arm,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'ra-world-shape ra-world-shapeA,E,E,E,ra-world-shape ra-world-shapeA,place1']",8,2.0,9,0.8888888888888888,1,0,0,0,0,1,4,1,1,0,0,3,0.4444444444444444,0.1111111111111111,0.1111111111111111,0.0,0.0,0.3333333333333333,0.32196045810839236,0.0,0,1,1,place1,0,1,0,case2,1,low,low,low,low,1
BGR751206,"['E,E,E,E,ra-world-arm,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'ra-world-shape ra-world-shapeA,E,E,E,E,move1']",9,2.0,9,1.0,1,1,1,0,0,0,4,1,1,0,0,3,0.4444444444444444,0.1111111111111111,0.1111111111111111,0.0,0.0,0.3333333333333333,0.6246950475544243,0.0,0,1,1,move1,1,0,0,case1,1,low,low,low,low,1
BGR821101,"['ra-world-arm,E,E,E,E,', 'ra-world-arm,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'ra-world-shape ra-world-shapeA,E,E,E,E,', 'ra-world-shape ra-world-shapeA,E,E,E,E,false']",0,0.0,3,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.6439209162167847,0.0,0,1,1,none,0,0,0,none,12,low,low,low,low,1
BGR821101,"['ra-world-arm,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,ra-world-shape ra-world-shapeA,E,E,E,', 'E,ra-world-shape ra-world-shapeA,E,E,E,false']",1,5.0,3,0.3333333333333333,0,0,0,0,0,0,1,0,0,0,0,1,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.4685212856658182,0.19611613513818404,0,1,1,none,0,0,0,none,12,high,high,high,high,1
BGR821101,"['E,ra-world-arm,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,ra-world-shape ra-world-shapeA,E,E,E,', 'E,ra-world-shape ra-world-shapeA,E,E,E,place1']",2,1.0,3,0.6666666666666666,1,0,0,0,0,1,1,0,0,0,0,1,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.4685212856658182,0.0,0,1,1,place1,0,1,0,case2,12,low,low,low,low,1
BGR821101,"['ra-world-arm,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'ra-world-shape ra-world-shapeA,E,E,E,E,', 'ra-world-shape ra-world-shapeA,E,E,E,E,false']",3,8.0,3,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.6246950475544243,0.15617376188860607,0,1,1,none,0,0,0,none,12,high,high,high,high,1
BGR821209,"['ra-world-arm,E,E,E,E,', 'ra-world-arm,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'ra-world-shape ra-world-shapeA,E,E,E,E,', 'ra-world-shape ra-world-shapeA,E,E,E,E,false']",0,0.0,1,0.0,0,0,0,0,0,0,1,1,0,0,1,0,1.0,1.0,0.0,0.0,1.0,0.0,0.6439209162167847,0.0,0,1,1,none,0,0,0,none,1,low,low,low,low,0
BGR821209,"['ra-world-arm,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'ra-world-shape ra-world-shapeA,E,E,E,E,pickup1']",1,2.0,1,1.0,1,1,0,0,1,0,1,1,0,0,1,0,1.0,1.0,0.0,0.0,1.0,0.0,0.6246950475544243,0.0,0,1,1,pickup1,1,0,0,case1,1,low,low,low,low,0
BGR891212,"['ra-world-arm,E,E,E,E,', 'ra-world-arm,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'ra-world-shape ra-world-shapeA,E,E,E,E,', 'ra-world-shape ra-world-shapeA,E,E,E,E,false']",0,0.0,5,0.0,0,0,0,0,0,0,3,0,2,0,0,1,0.6,0.0,0.4,0.0,0.0,0.2,0.6439209162167847,0.0,0,1,1,none,0,0,0,none,1,low,low,low,low,1
BGR891212,"['ra-world-arm,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,ra-world-shape ra-world-shapeA,E,E,E,', 'E,ra-world-shape ra-world-shapeA,E,E,E,false']",1,5.0,5,0.2,0,0,0,0,0,0,3,0,2,0,0,1,0.6,0.0,0.4,0.0,0.0,0.2,0.4685212856658182,0.19611613513818404,0,1,1,none,0,0,0,none,1,high,high,high,high,1
BGR891212,"['E,ra-world-arm,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,ra-world-shape ra-world-shapeA,E,E,E,', 'E,ra-world-shape ra-world-shapeA,E,E,E,place1']",2,1.0,5,0.4,1,0,0,0,0,1,3,0,2,0,0,1,0.6,0.0,0.4,0.0,0.0,0.2,0.4685212856658182,0.0,0,1,1,place1,0,1,0,case2,1,low,low,low,low,1
BGR891212,"['E,E,E,E,ra-world-arm,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'ra-world-shape ra-world-shapeA,E,E,E,ra-world-shape ra-world-shapeA,false']",3,5.0,5,0.6,0,0,0,0,0,0,3,0,2,0,0,1,0.6,0.0,0.4,0.0,0.0,0.2,0.32196045810839236,0.3250192801067005,0,1,1,none,0,0,0,none,1,high,high,high,high,1
BGR891212,"['E,E,E,E,ra-world-arm,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'ra-world-shape ra-world-shapeA,E,E,E,ra-world-shape ra-world-shapeA,move1']",4,1.0,5,0.8,1,0,1,0,0,0,3,0,2,0,0,1,0.6,0.0,0.4,0.0,0.0,0.2,0.32196045810839236,0.0,0,1,1,move1,0,1,0,case2,1,low,low,low,low,1
BGR891212,"['E,E,E,E,ra-world-arm,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'ra-world-shape ra-world-shapeA,E,E,ra-world-shape ra-world-shapeA,E,move1']",5,1.0,5,1.0,1,0,1,0,0,0,3,0,2,0,0,1,0.6,0.0,0.4,0.0,0.0,0.2,0.40004733905269535,0.07808688094430304,0,1,1,move1,0,1,0,case2,1,low,low,high,low,1
COL123037,"['ra-world-arm,E,E,E,E,', 'ra-world-arm,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'ra-world-shape ra-world-shapeA,E,E,E,E,', 'ra-world-shape ra-world-shapeA,E,E,E,E,false']",0,0.0,1,0.0,0,0,0,0,0,0,1,1,0,0,1,0,1.0,1.0,0.0,0.0,1.0,0.0,0.6439209162167847,0.0,0,1,1,none,0,0,0,none,12,low,low,low,low,0
COL123037,"['ra-world-arm,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'ra-world-shape ra-world-shapeA,E,E,E,E,pickup1']",1,8.0,1,1.0,1,1,0,0,1,0,1,1,0,0,1,0,1.0,1.0,0.0,0.0,1.0,0.0,0.6246950475544243,0.0,0,1,1,pickup1,1,0,0,case1,12,low,high,low,high,0
COL123145,"['ra-world-arm,E,E,E,E,', 'ra-world-arm,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'ra-world-shape ra-world-shapeA,E,E,E,E,', 'ra-world-shape ra-world-shapeA,E,E,E,E,false']",0,0.0,16,0.0,0,0,0,0,0,0,3,0,0,0,0,3,0.1875,0.0,0.0,0.0,0.0,0.1875,0.6439209162167847,0.0,0,1,1,none,0,0,0,none,12,low,low,low,low,1
COL123145,"['ra-world-arm,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,ra-world-shape ra-world-shapeA,E,E,E,', 'E,ra-world-shape ra-world-shapeA,E,E,E,false']",1,6.0,16,0.0625,0,0,0,0,0,0,3,0,0,0,0,3,0.1875,0.0,0.0,0.0,0.0,0.1875,0.4685212856658182,0.19611613513818404,0,1,1,none,0,0,0,none,12,high,high,high,high,1
COL123145,"['ra-world-arm,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,ra-world-shape ra-world-shapeA,E,E,E,', 'E,ra-world-shape ra-world-shapeA,E,E,E,false']",2,0.0,16,0.125,0,0,0,0,0,0,3,0,0,0,0,3,0.1875,0.0,0.0,0.0,0.0,0.1875,0.4685212856658182,0.0,0,1,1,none,0,0,0,none,12,low,low,low,low,1
COL123145,"['ra-world-arm,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,ra-world-shape ra-world-shapeA,E,E,E,', 'E,ra-world-shape ra-world-shapeA,E,E,E,false']",3,0.0,16,0.1875,0,0,0,0,0,0,3,0,0,0,0,3,0.1875,0.0,0.0,0.0,0.0,0.1875,0.4685212856658182,0.0,0,1,1,none,0,0,0,none,12,low,low,low,low,1
COL123145,"['ra-world-arm,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,ra-world-shape ra-world-shapeA,E,E,E,', 'E,ra-world-shape ra-world-shapeA,E,E,E,false']",4,0.0,16,0.25,0,0,0,0,0,0,3,0,0,0,0,3,0.1875,0.0,0.0,0.0,0.0,0.1875,0.4685212856658182,0.0,0,1,1,none,0,0,0,none,12,low,low,low,low,1
COL123145,"['E,ra-world-arm,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,ra-world-shape ra-world-shapeA,E,E,E,', 'E,ra-world-shape ra-world-shapeA,E,E,E,place1']",5,1.0,16,0.3125,1,0,0,0,0,1,3,0,0,0,0,3,0.1875,0.0,0.0,0.0,0.0,0.1875,0.4685212856658182,0.0,0,1,1,place1,0,1,0,case2,12,low,low,low,low,1
COL123145,"['ra-world-arm,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,ra-world-shape ra-world-shapeA,E,E,E,', 'E,ra-world-shape ra-world-shapeA,E,E,E,false']",6,1.0,16,0.375,0,0,0,0,0,0,3,0,0,0,0,3,0.1875,0.0,0.0,0.0,0.0,0.1875,0.4685212856658182,0.0,0,1,1,none,0,0,0,none,12,low,low,low,low,1
COL123145,"['ra-world-arm,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,ra-world-shape ra-world-shapeA,E,E,E,', 'E,ra-world-shape ra-world-shapeA,E,E,E,false']",7,0.0,16,0.4375,0,0,0,0,0,0,3,0,0,0,0,3,0.1875,0.0,0.0,0.0,0.0,0.1875,0.4685212856658182,0.0,0,1,1,none,0,0,0,none,12,low,low,low,low,1
COL123145,"['ra-world-arm,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'ra-world-shape ra-world-shapeA,ra-world-shape ra-world-shapeA,E,E,E,false']",8,2.0,16,0.5,0,0,0,0,0,0,3,0,0,0,0,3,0.1875,0.0,0.0,0.0,0.0,0.1875,0.5562211009413014,0.11043152607484655,0,1,1,none,0,0,0,none,12,high,low,high,low,1
COL123145,"['ra-world-arm,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'ra-world-shape ra-world-shapeA,ra-world-shape ra-world-shapeA,E,E,E,false']",9,1.0,16,0.5625,0,0,0,0,0,0,3,0,0,0,0,3,0.1875,0.0,0.0,0.0,0.0,0.1875,0.5562211009413014,0.0,0,1,1,none,0,0,0,none,12,low,low,low,low,1
COL123145,"['ra-world-arm,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'ra-world-shape ra-world-shapeA,ra-world-shape ra-world-shapeA,E,E,E,false']",10,1.0,16,0.625,0,0,0,0,0,0,3,0,0,0,0,3,0.1875,0.0,0.0,0.0,0.0,0.1875,0.5562211009413014,0.0,0,1,1,none,0,0,0,none,12,low,low,low,low,1
COL123145,"['ra-world-arm,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'ra-world-shape ra-world-shapeA,ra-world-shape ra-world-shapeA,E,E,E,false']",11,1.0,16,0.6875,0,0,0,0,0,0,3,0,0,0,0,3,0.1875,0.0,0.0,0.0,0.0,0.1875,0.5562211009413014,0.0,0,1,1,none,0,0,0,none,12,low,low,low,low,1
COL123145,"['ra-world-arm,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'ra-world-shape ra-world-shapeA,ra-world-shape ra-world-shapeA,E,E,E,false']",12,0.0,16,0.75,0,0,0,0,0,0,3,0,0,0,0,3,0.1875,0.0,0.0,0.0,0.0,0.1875,0.5562211009413014,0.0,0,1,1,none,0,0,0,none,12,low,low,low,low,1
COL123145,"['ra-world-arm,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'ra-world-shape ra-world-shapeA,ra-world-shape ra-world-shapeA,E,E,E,false']",13,0.0,16,0.8125,0,0,0,0,0,0,3,0,0,0,0,3,0.1875,0.0,0.0,0.0,0.0,0.1875,0.5562211009413014,0.0,0,1,1,none,0,0,0,none,12,low,low,low,low,1
COL123145,"['ra-world-arm,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'ra-world-shape ra-world-shapeA,ra-world-shape ra-world-shapeA,E,E,E,false']",14,0.0,16,0.875,0,0,0,0,0,0,3,0,0,0,0,3,0.1875,0.0,0.0,0.0,0.0,0.1875,0.5562211009413014,0.0,0,1,1,none,0,0,0,none,12,low,low,low,low,1
COL123145,"['E,ra-world-arm,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'ra-world-shape ra-world-shapeA,ra-world-shape ra-world-shapeA,E,E,E,place1']",15,4.0,16,0.9375,1,0,0,0,0,1,3,0,0,0,0,3,0.1875,0.0,0.0,0.0,0.0,0.1875,0.5562211009413014,0.0,0,1,1,place1,0,1,0,case2,12,low,high,low,high,1
COL123145,"['E,E,ra-world-arm,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'ra-world-shape ra-world-shapeA,ra-world-shape ra-world-shapeA,E,E,E,place1']",16,2.0,16,1.0,1,0,0,0,0,1,3,0,0,0,0,3,0.1875,0.0,0.0,0.0,0.0,0.1875,0.5562211009413014,0.0,0,1,1,place1,0,1,0,case2,12,low,low,low,low,1
COL163111,"['ra-world-arm,E,E,E,E,', 'ra-world-arm,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'ra-world-shape ra-world-shapeA,E,E,E,E,', 'ra-world-shape ra-world-shapeA,E,E,E,E,false']",0,0.0,8,0.0,0,0,0,0,0,0,7,2,4,0,1,2,0.875,0.25,0.5,0.0,0.125,0.25,0.6439209162167847,0.0,0,1,1,none,0,0,0,none,123,low,low,low,low,1
COL163111,"['ra-world-arm,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,ra-world-shape ra-world-shapeA,E,E,E,', 'E,ra-world-shape ra-world-shapeA,E,E,E,false']",1,5.0,8,0.125,0,0,0,0,0,0,7,2,4,0,1,2,0.875,0.25,0.5,0.0,0.125,0.25,0.4685212856658182,0.19611613513818404,0,1,1,none,0,0,0,none,123,high,high,high,high,1
COL163111,"['E,E,E,E,ra-world-arm,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'ra-world-shape ra-world-shapeA,E,E,E,E,move1']",2,5.0,8,0.25,1,1,1,0,0,0,7,2,4,0,1,2,0.875,0.25,0.5,0.0,0.125,0.25,0.6246950475544243,0.15617376188860607,0,1,1,move1,1,0,0,case1,123,high,high,high,high,1
COL163111,"['E,E,E,E,ra-world-arm,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'ra-world-shape ra-world-shapeA,E,E,E,ra-world-shape ra-world-shapeA,move1']",3,1.0,8,0.375,1,0,1,0,0,0,7,2,4,0,1,2,0.875,0.25,0.5,0.0,0.125,0.25,0.32196045810839236,0.0,0,1,1,move1,0,1,0,case2,123,low,low,low,low,1
COL163111,"['E,E,E,E,ra-world-arm,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'ra-world-shape ra-world-shapeA,E,E,E,ra-world-shape ra-world-shapeA,move1']",4,0.0,8,0.5,1,0,1,0,0,0,7,2,4,0,1,2,0.875,0.25,0.5,0.0,0.125,0.25,0.32196045810839236,0.0,0,1,1,move1,0,1,0,case2,123,low,low,low,low,1
COL163111,"['E,E,E,E,ra-world-arm,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'E,E,E,E,E,', 'ra-world-shape ra-world-shapeA,E,E,E,ra-world-shape ra-world-shapeA,move1']",5,1.0,8,0.625,1,0,1,0,0,0,7,2,4,0,1,2,0.875,0.25,0.5,0.0,0.125,0.25,0.32196045810839236,0.0,0,1,1,move1,0,1,0,case2,123,low,low,low,low,1
