Pattern,I-Support (I-Frequency Mean),I-Frequency Std Dev,I-Frequency Total,S-Frequency Total,S-Support (S-Frequency %)
low,4.2,2.092593455122388,84.0,20,1.0
low -> low,1.85,1.039989878493258,37.0,20,1.0
low -> low -> low,1.0,0.7947194142390263,20.0,15,0.75
low -> low -> low -> low,0.6,0.5982430416161189,12.0,11,0.550000011920929


Dataset Info: ,Dataset: AllStudents
Applied Algorithm(s) Info: ,Sequential Pattern Mining Parameters: MinSupport = 0.5; MinGap = 0; MaxGap = 0; RegEx = .*; Calculate i-frequency? = true; Normalize by sequence length? = false; Count overlapping matches in i-frequency? = false; ; Result Set Sorting Parameters:   MD key for ordering results = SSupport;   Flag whether to sort descending (vs. ascending) = true;   Default value for sort (if no MD value found) = 0.0; 
